-\left(6^a\right),exponential_expression_2
9a+6b-9c,variable_expression1
-\left(9^{-5}\right),exponential_expression_1
\frac{7}{9\times-4},frac_multiplication_expression
3a b c,variable_expression2
\frac{-7}{\frac{-6}{-6}},frac_division_expression
\frac{8}{7^a},frac_exponential_expression_2
a,variable
\frac{7}{\frac{8}{7}},frac_division_expression
5\left(3+9x\right)-7\left(-x+2\right),distributor_expression
7\left(-8+7z-2+3z\right),distributor_expression
a=-8,solution_equation
8^{-1},exponential_expression_1
a<4,inequality_equation
6+z,linear_expression
\frac{-7}{a^b},frac_exponential_expression_4
2^a,exponential_expression_2
-6a-5b+6c,variable_expression1
\frac{-7}{6^a},frac_exponential_expression_2
-\left(2^9\right),exponential_expression_1
4a-9b-3c,variable_expression1
\frac{-7}{9^a},frac_exponential_expression_2
\frac{5}{a^b},frac_exponential_expression_4
a^{-3},exponential_expression_3
a^{-5},exponential_expression_3
7\left(-y-5+2+7y\right)+5\left(7y-7\right),distributor_expression
7z+3+2+2z,linear_expression
a^{-7},exponential_expression_3
a^9,exponential_expression_3
\frac{8}{6\times4},frac_multiplication_expression
\frac{7}{a^{-6}},frac_exponential_expression_3
a^4,exponential_expression_3
2^5,exponential_expression_1
a^b,exponential_expression_4
a>-8,inequality_equation
\frac{8}{a^b},frac_exponential_expression_4
{-1}^{a-9},exponential_expression_1_1
\frac{6}{\frac{1}{-3}},frac_division_expression
9-5y+2y-3=5y-8,linear_equation
a=2,solution_equation
\frac{6}{6\times-5},frac_multiplication_expression
\frac{1}{a^b},frac_exponential_expression_4
a>7,inequality_equation
2\left(1+3x\right)-5\left(9x-7+x+1\right),distributor_expression
7^a,exponential_expression_2
a,variable
\frac{-3}{8^{-2}},frac_exponential_expression_1
-7\left(-2+7z\right),distributor_expression
\frac{1}{a^b},frac_exponential_expression_4
a=1,solution_equation
-9y+6-7y+6,linear_expression
\frac{4}{2^5},frac_exponential_expression_1
\frac{-4}{\frac{-8}{-3}},frac_division_expression
a=6,solution_equation
a=2,solution_equation
\frac{1}{\frac{-9}{6}},frac_division_expression
\frac{5}{\frac{4}{-9}},frac_division_expression
\frac{7}{2^5},frac_exponential_expression_1
a=5,solution_equation
7^4,exponential_expression_1
{-1}^{-5a-7},exponential_expression_1_1
a^6,exponential_expression_3
{-1}^{a+6},exponential_expression_1_1
8^a,exponential_expression_2
-\left(5^a\right),exponential_expression_2
-\left(-8-5y+4-5y\right)+2\left(6y-6\right),distributor_expression
\frac{-4}{8^a},frac_exponential_expression_2
5a+7b-7c,variable_expression1
\frac{7}{a^5},frac_exponential_expression_3
6a-2b-7c,variable_expression1
\frac{-3}{-\left(9^{-8}\right)},frac_exponential_expression_1
2\left(-8+6z+3-2z\right)-9\left(-1-2z\right),distributor_expression
a^b,exponential_expression_4
\frac{5}{-\left(2^2\right)},frac_exponential_expression_1
\frac{4}{\frac{3}{-6}},frac_division_expression
-5\left(9-6y+6y+7\right)-5\left(8-7y-y+8\right),distributor_expression
\frac{9}{6^{-3}},frac_exponential_expression_1
\frac{-2}{a^{-5}},frac_exponential_expression_3
a^b,exponential_expression_4
-9a-8b-5c,variable_expression1
a^b,exponential_expression_4
-6\left(x+7\right)-5\left(9x-6-9x+1\right),distributor_expression
-9\left(7x-1-8x-6\right)-2x+4,distributor_expression
a^b,exponential_expression_4
\frac{2}{-\left(9^8\right)},frac_exponential_expression_1
\frac{8}{a^3},frac_exponential_expression_3
-6a+8b-6c,variable_expression1
a>6,inequality_equation
8a+7b+5c,variable_expression1
-\left(6^{-5}\right),exponential_expression_1
a^{-1},exponential_expression_3
3a-9b+4c,variable_expression1
\frac{-8}{a^{-3}},frac_exponential_expression_3
a^b,exponential_expression_4
a=7,solution_equation
\frac{1}{-\left(9^a\right)},frac_exponential_expression_2
\frac{1}{\frac{4}{-8}},frac_division_expression
6a b c,variable_expression2
a^b,exponential_expression_4
\frac{9}{a^b},frac_exponential_expression_4
\frac{9}{a^6},frac_exponential_expression_3
4a-5b-3c,variable_expression1
{-1}^{7a+9},exponential_expression_1_1
7-5x,linear_expression
9^a,exponential_expression_2
-\left(5^{-3}\right),exponential_expression_1
a^{-3},exponential_expression_3
-5a b c,variable_expression2
\frac{-4}{a^{-8}},frac_exponential_expression_3
a=4,solution_equation
\frac{4}{-\left(8^a\right)},frac_exponential_expression_2
\frac{4}{-5\times8},frac_multiplication_expression
a<-4,inequality_equation
-\left(2^a\right),exponential_expression_2
\frac{-8}{\frac{-3}{2}},frac_division_expression
-2\left(-3-6y\right)=-9\left(-2y+3\right)-4\left(8+8y-2+9y\right),linear_equation
a>-7,inequality_equation
\frac{-1}{\frac{9}{9}},frac_division_expression
a^b,exponential_expression_4
\frac{6}{-\left(3^a\right)},frac_exponential_expression_2
-7a b c,variable_expression2
5^{-2},exponential_expression_1
a^b,exponential_expression_4
2^7,exponential_expression_1
{-1}^{4a-1},exponential_expression_1_1
-5\left(-7x-5\right),distributor_expression
\frac{2}{\frac{-8}{3}},frac_division_expression
a=-7,solution_equation
-3\left(3x-8\right),distributor_expression
\frac{-9}{9^{-9}},frac_exponential_expression_1
\frac{3}{a^4},frac_exponential_expression_3
\frac{1}{-5\times-7},frac_multiplication_expression
-7a-6b+c,variable_expression1
-4y-7=-6\left(-7y-5\right)+3\left(-6y+4\right),linear_equation
-\left(5^{-4}\right),exponential_expression_1
a^1,exponential_expression_3
\frac{-8}{a^b},frac_exponential_expression_4
\frac{5}{-\left(4^{-2}\right)},frac_exponential_expression_1
\frac{-5}{4\times-1},frac_multiplication_expression
8z-5=2z-6,linear_equation
a=2,solution_equation
a^6,exponential_expression_3
3z-8+4z-1=0,linear_equation
a,variable
a=6,solution_equation
a^b,exponential_expression_4
a<-2,inequality_equation
6a+9b+5c,variable_expression1
4\left(-2x-2\right)-6\left(-3-3x-3+5x\right),distributor_expression
\frac{-5}{4^8},frac_exponential_expression_1
6z-5,linear_expression
a,variable
\frac{-2}{\frac{2}{8}},frac_division_expression
a=-8,solution_equation
a^b,exponential_expression_4
-\left(8x+9\right)=-9-9x,linear_equation
-\left(5^a\right),exponential_expression_2
a^b,exponential_expression_4
a,variable
-6+5y+9+2y,linear_expression
\frac{-2}{-\left(2^5\right)},frac_exponential_expression_1
-3a b c,variable_expression2
\frac{3}{-\left(6^3\right)},frac_exponential_expression_1
\frac{1}{-\left(5^7\right)},frac_exponential_expression_1
9\left(-9y+7\right)+2\left(-1-4y\right),distributor_expression
\frac{-8}{-2\times2},frac_multiplication_expression
\frac{-9}{a^b},frac_exponential_expression_4
7a b c,variable_expression2
a^8,exponential_expression_3
a^6,exponential_expression_3
a^1,exponential_expression_3
\frac{2}{a^{-6}},frac_exponential_expression_3
a=-7,solution_equation
-6-x,linear_expression
4a b c,variable_expression2
-\left(7x-3-5-6x\right)+3\left(-8-8x\right)=-7+x+2+6x,linear_equation
a,variable
a=9,solution_equation
a=2,solution_equation
3+3x+5x+3,linear_expression
9^{-2},exponential_expression_1
6x-1=-6x-8+1-6x,linear_equation
a^b,exponential_expression_4
-\left(4^{-7}\right),exponential_expression_1
4^3,exponential_expression_1
2^a,exponential_expression_2
\frac{7}{-\left(9^a\right)},frac_exponential_expression_2
8+y=-1-8y,linear_equation
a<-4,inequality_equation
-5a+7b+9c,variable_expression1
a=7,solution_equation
-\left(4^8\right),exponential_expression_1
\frac{-7}{a^b},frac_exponential_expression_4
2a b c,variable_expression2
-3\left(-9+9x\right)=-2\left(-3x+7+3-2x\right),linear_equation
\frac{-6}{a^b},frac_exponential_expression_4
a,variable
a,variable
a+6b+5c,variable_expression1
\frac{-9}{3^1},frac_exponential_expression_1
-4+9y-4+2y=0,linear_equation
{-1}^{7a-1},exponential_expression_1_1
\frac{-4}{\frac{-9}{-5}},frac_division_expression
a^4,exponential_expression_3
{-1}^{-2a+1},exponential_expression_1_1
-9\left(-9z-1-2z-4\right),distributor_expression
a^6,exponential_expression_3
-2\left(7+8x\right)+9\left(3x+7-x+6\right),distributor_expression
\frac{4}{3^9},frac_exponential_expression_1
a^1,exponential_expression_3
-9x-4,linear_expression
a^8,exponential_expression_3
3^a,exponential_expression_2
\frac{-6}{-\left(8^{-5}\right)},frac_exponential_expression_1
-5z+3,linear_expression
-2-4x=0,linear_equation
\frac{-4}{2^{-3}},frac_exponential_expression_1
-8a b c,variable_expression2
\frac{4}{7^a},frac_exponential_expression_2
-2a b c,variable_expression2
-4a+8b-2c,variable_expression1
\frac{-4}{7\times2},frac_multiplication_expression
a,variable
-4\left(5x-7+5x-3\right)-5\left(7+7x+3+5x\right),distributor_expression
\frac{8}{a^2},frac_exponential_expression_3
{-1}^{-9a-7},exponential_expression_1_1
\frac{-2}{\frac{4}{3}},frac_division_expression
\frac{-5}{a^b},frac_exponential_expression_4
\frac{2}{a^{-7}},frac_exponential_expression_3
5a b c,variable_expression2
-4x+8=7\left(-8+3x-3x-9\right)-5\left(5-9x\right),linear_equation
\frac{-6}{-\left(3^a\right)},frac_exponential_expression_2
a=-3,solution_equation
\frac{5}{\frac{-1}{-3}},frac_division_expression
7a b c,variable_expression2
4^a,exponential_expression_2
a^b,exponential_expression_4
-2\left(-6-8x-8-4x\right)-4\left(-3-5x\right)=-2x-4+5+7x,linear_equation
\frac{-5}{2^{-9}},frac_exponential_expression_1
\frac{-2}{a^b},frac_exponential_expression_4
-6z+5+9+2z=-\left(-4z-7+8-5z\right),linear_equation
-5-6z+5-5z,linear_expression
\frac{-5}{a^3},frac_exponential_expression_3
-6a b c,variable_expression2
a^b,exponential_expression_4
-8a+8b-2c,variable_expression1
a^3,exponential_expression_3
\frac{-4}{a^6},frac_exponential_expression_3
\frac{3}{-\left(2^{-5}\right)},frac_exponential_expression_1
a<-9,inequality_equation
-\left(6^{-7}\right),exponential_expression_1
9^{-6},exponential_expression_1
-4a b c,variable_expression2
\frac{7}{\frac{6}{2}},frac_division_expression
-2y-5+6y+6,linear_expression
a<7,inequality_equation
a=-8,solution_equation
\frac{6}{6^{-7}},frac_exponential_expression_1
-4x-5-5+7x=0,linear_equation
\frac{-6}{a^{-1}},frac_exponential_expression_3
\frac{8}{5^a},frac_exponential_expression_2
a=7,solution_equation
\frac{-5}{3^8},frac_exponential_expression_1
9a b c,variable_expression2
9x+1=0,linear_equation
\frac{9}{3^{-1}},frac_exponential_expression_1
4a b c,variable_expression2
-\left(4^a\right),exponential_expression_2
a>9,inequality_equation
\frac{3}{\frac{7}{1}},frac_division_expression
-3+9x,linear_expression
\frac{9}{6^a},frac_exponential_expression_2
\frac{9}{6\times-6},frac_multiplication_expression
7\left(3y-6\right)=y+8+2+4y,linear_equation
-1-4x-6+6x,linear_expression
-x+9,linear_expression
-9\left(3y+1-1+8y\right)+5\left(-7y-6\right)=-6y+7-6-y,linear_equation
a^{-6},exponential_expression_3
3^a,exponential_expression_2
-\left(6^a\right),exponential_expression_2
a=1,solution_equation
a^6,exponential_expression_3
\frac{3}{3^8},frac_exponential_expression_1
\frac{-5}{-6\times-7},frac_multiplication_expression
\frac{2}{\frac{6}{-6}},frac_division_expression
a=8,solution_equation
4a b c,variable_expression2
a^{-3},exponential_expression_3
-\left(3^a\right),exponential_expression_2
a^b,exponential_expression_4
\frac{7}{-\left(2^a\right)},frac_exponential_expression_2
{-1}^{-7a-3},exponential_expression_1_1
\frac{8}{6\times-5},frac_multiplication_expression
\frac{-1}{9\times7},frac_multiplication_expression
\frac{9}{-\left(2^{-3}\right)},frac_exponential_expression_1
\frac{7}{4\times6},frac_multiplication_expression
5z+5+6-z,linear_expression
a=-8,solution_equation
\frac{6}{-6\times-7},frac_multiplication_expression
\frac{5}{7^4},frac_exponential_expression_1
-\left(6^a\right),exponential_expression_2
8a b c,variable_expression2
\frac{-9}{2^{-8}},frac_exponential_expression_1
\frac{4}{9^{-1}},frac_exponential_expression_1
\frac{-5}{a^b},frac_exponential_expression_4
5^a,exponential_expression_2
\frac{-3}{a^b},frac_exponential_expression_4
a=-1,solution_equation
\frac{2}{\frac{5}{-3}},frac_division_expression
a^1,exponential_expression_3
a^4,exponential_expression_3
4\left(5x+1+9+7x\right)-6\left(7-x-8x-6\right),distributor_expression
-2\left(5y+8\right)=8\left(3y-7\right)+8\left(4+4y-9y-1\right),linear_equation
7^3,exponential_expression_1
\frac{4}{\frac{1}{-1}},frac_division_expression
\frac{4}{\frac{-2}{-9}},frac_division_expression
\frac{-9}{-9\times9},frac_multiplication_expression
a=-9,solution_equation
a=-7,solution_equation
a^b,exponential_expression_4
a=1,solution_equation
a^b,exponential_expression_4
\frac{-6}{6\times-8},frac_multiplication_expression
\frac{-2}{8^a},frac_exponential_expression_2
-4a-2b+c,variable_expression1
a^b,exponential_expression_4
\frac{9}{-\left(8^3\right)},frac_exponential_expression_1
-4a-4b-c,variable_expression1
a<-2,inequality_equation
a=8,solution_equation
\frac{-6}{-3\times9},frac_multiplication_expression
a,variable
a=7,solution_equation
\frac{9}{a^b},frac_exponential_expression_4
a>-1,inequality_equation
a>-5,inequality_equation
-9\left(5+z\right)+4\left(-6z-3\right)=1-z,linear_equation
6\left(9-2z+2+8z\right),distributor_expression
3a-2b+7c,variable_expression1
-\left(2^6\right),exponential_expression_1
\frac{-2}{a^4},frac_exponential_expression_3
-3-6x,linear_expression
{-1}^{7a-9},exponential_expression_1_1
-5\left(2y+4\right)+2\left(3-9y+1-4y\right),distributor_expression
\frac{-3}{\frac{-9}{9}},frac_division_expression
a=-6,solution_equation
-a+3b-6c,variable_expression1
6+z,linear_expression
\frac{-6}{-9\times-2},frac_multiplication_expression
a>-7,inequality_equation
\frac{1}{\frac{2}{-3}},frac_division_expression
a^6,exponential_expression_3
-a+3b+4c,variable_expression1
-6\left(-6+8z-z-8\right)=6\left(-2+8z+7z+1\right),linear_equation
9x-2-8x+5=0,linear_equation
2\left(-y+1\right)-3\left(2y-7\right),distributor_expression
\frac{2}{\frac{-5}{8}},frac_division_expression
\frac{3}{a^6},frac_exponential_expression_3
3^{-6},exponential_expression_1
\frac{5}{a^{-5}},frac_exponential_expression_3
\frac{-1}{-\left(3^{-1}\right)},frac_exponential_expression_1
\frac{-5}{a^b},frac_exponential_expression_4
\frac{8}{a^b},frac_exponential_expression_4
\frac{-1}{\frac{-9}{3}},frac_division_expression
\frac{-2}{a^{-5}},frac_exponential_expression_3
-4\left(3x+8\right)+7\left(-5x-6-8x+4\right),distributor_expression
a,variable
-8a-4b-c,variable_expression1
-\left(9^a\right),exponential_expression_2
6a+2b-4c,variable_expression1
2a b c,variable_expression2
a^b,exponential_expression_4
a=7,solution_equation
\frac{5}{\frac{2}{-3}},frac_division_expression
\frac{-6}{2\times1},frac_multiplication_expression
{-1}^{8a+6},exponential_expression_1_1
a<-9,inequality_equation
a,variable
\frac{2}{-\left(8^9\right)},frac_exponential_expression_1
a,variable
\frac{-2}{7^{-5}},frac_exponential_expression_1
\frac{-8}{\frac{-3}{2}},frac_division_expression
a=3,solution_equation
{-1}^{-2a-5},exponential_expression_1_1
a=7,solution_equation
-3\left(3+x\right)-7\left(-8x+4-7-9x\right),distributor_expression
a,variable
\frac{2}{\frac{-5}{-8}},frac_division_expression
\frac{-3}{-4\times-4},frac_multiplication_expression
\frac{5}{a^{-5}},frac_exponential_expression_3
a=4,solution_equation
a,variable
