\frac{8}{5} \left(8x-0.7\right),distributor_expression
\frac{-1}{9}+7.4x-3.1-3x,linear_expression
8\left(8.5x-2.6\right)-1.9\left(\frac{-8}{9}+8x\right)=-6.4x-\frac{7}{6},linear_equation
\frac{9}{7} x+\frac{3}{8}=\frac{-8}{3}+6x,linear_equation
\frac{-3}{8} \left(\frac{-3}{7} x+7.5\right)=3-5.1x-2-6.1x,linear_equation
-6x-\frac{3}{2}+1.5-1.8x,linear_expression
-5.4\left(\frac{8}{9} x-7.6+8.9+8x\right),distributor_expression
8\left(\frac{-5}{4} x+8-\frac{1}{2}+\frac{1}{3} x\right)+8.4\left(5-9x-\frac{1}{5}+\frac{7}{5} x\right)=-8-3x,linear_equation
-7.6-\frac{3}{2} x+2x+8.5=7.5\left(\frac{-3}{2}-\frac{4}{9} x+\frac{4}{3}-7x\right),linear_equation
\frac{8}{5}+1.9x+8x-2,linear_expression
\frac{-8}{3} \left(\frac{-7}{3} x+\frac{5}{8}\right)-\frac{2}{3} \left(9-3x-2.2+\frac{8}{7} x\right),distributor_expression
-\left(8.1-5x-8+\frac{9}{4} x\right)+2.5\left(\frac{7}{9}+1.8x+\frac{1}{8}+9x\right),distributor_expression
-6\left(7x-8.5\right)+7\left(4x-\frac{1}{9}\right),distributor_expression
-2x+2.9,linear_expression
-4.8x-8,linear_expression
\frac{1}{7} \left(\frac{2}{5}+\frac{8}{7} x+5.4-8.5x\right)=8\left(1.9+7x-\frac{3}{4}+9x\right)-6\left(7.9x+5+\frac{9}{7}+\frac{7}{9} x\right),linear_equation
\frac{-4}{5}-\frac{7}{5} x,linear_expression
8.3\left(-7x-0.8\right)+2\left(-5x+3\right),distributor_expression
7x-1.1,linear_expression
5.6-6x,linear_expression
-0.2\left(2.9x-\frac{4}{9}\right)+\frac{3}{8} \left(-5+8x-9+\frac{5}{4} x\right)=\frac{9}{7}-\frac{3}{5} x-4.8+\frac{7}{9} x,linear_equation
3x-\frac{9}{7}-\frac{3}{2} x-\frac{3}{2},linear_expression
-3x+3-6+6.6x=0,linear_equation
6\left(8.6x-3.4-7.8+\frac{7}{8} x\right),distributor_expression
\frac{2}{3}+0.6x-\frac{7}{4} x+\frac{1}{4}=-7x-\frac{1}{2},linear_equation
-3.3\left(5.2x-\frac{7}{6}\right),distributor_expression
\frac{-8}{7} \left(-6.7x-\frac{1}{6}\right),distributor_expression
5-\frac{3}{2} x-2.7+\frac{7}{9} x,linear_expression
\frac{-3}{5} \left(-8.8x+\frac{8}{9}+5+2.4x\right)-0.9\left(7.9x-5\right),distributor_expression
-2\left(-1.5x-\frac{1}{3}\right),distributor_expression
\frac{1}{4}-\frac{3}{5} x-4.7+6.6x=-\left(8.3x-3.8+\frac{6}{7}-5x\right),linear_equation
7.9\left(-1.4+2x\right)+4.2\left(\frac{9}{7}-8x\right),distributor_expression
1.7+4.2x,linear_expression
\frac{-8}{9} x-\frac{7}{6},linear_expression
\frac{8}{3} \left(-3.9x+2\right)-9\left(-8.5x+1-4.3+8x\right)=\frac{-4}{9} x-\frac{2}{5},linear_equation
\frac{8}{3} x-\frac{7}{9}=-2\left(\frac{7}{3} x-6.9\right),linear_equation
\frac{-7}{8} x+3.9-0.2x-5.4,linear_expression
0.9x-2-5.9-\frac{9}{2} x,linear_expression
-4x-2,linear_expression
-4+5.5x,linear_expression
-7\left(-4x-5.6\right)+8\left(\frac{-7}{5}+\frac{1}{2} x\right),distributor_expression
8.5\left(5x+\frac{1}{2}\right),distributor_expression
\frac{3}{5}-6.2x=-0.4x+3,linear_equation
\frac{5}{3} \left(-0.4x+\frac{5}{8}+1+7x\right),distributor_expression
4.2\left(-8x-8.5-6.3x+9\right)=-2+6.1x+8.9x+\frac{1}{3},linear_equation
3.1\left(6.1+4x-1-4x\right)=3x+1.5,linear_equation
